movieId	summary
248	In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.
249	The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life.
250	Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.
251	A New Yorker on business in Nagoya meets a lady in the hotel bar. Returning to her room, 3 ninjas kill her and wound him. He sees the ninja boss' face. Ninjas try to kill him again but new samurai friends help, hide and train him.
252	A mechanic romances the mathematician niece of physicist Albert Einstein, with help from Einstein and his friends.
253	A vampire tells his epic life story: love, betrayal, loneliness, and hunger.
254	One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president, had an affair with (and fathered a child with) his 15-year-old slave Sally Hemings. JEFFERSON IN PARIS follows Jefferson to France (as the U.S. ambassador to the court of Louis XVI), following the death of his wife his friendships and flirtations with the French, his relationship with his daughters and slaves from home (especially Sally), against the backdrop of the beginning of the French Revolution.
255	When two unemployed telephone pranksters decide to use their vocal "talents" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the "Jerky Boys" of crank call fame) are wanted by the local mafia, the police, and their neighbor.
256	As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.
257	A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.
258	A Little League player is sent back into medieval times where he is given the task of saving Camelot.
259	A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.
260	Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.
261	The March sisters live and grow in post-Civil War America.
262	A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
263	This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an "unfit mother" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.
265	When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.
266	In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.
267	A recently discharged Major, finds himself commanding a group of mismatched Cadets.
269	Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.
